catalyst_name,support,promoter,temperature_c,pressure_bar,ghsv,h2_co2_ratio,conversion_pct,selectivity_pct,yield_pct,productivity,stability_text,patent_number,evidence,original_row_index,data_quality_score
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,280.0,46.0,,3.0,25.4,8.4,,,,8(2).pdf,Catalyst performance table,131,1.0
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,280.0,46.0,,3.0,24.3,26.3,,,,8(2).pdf,Catalyst performance table,132,1.0
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,280.0,46.0,,3.0,24.0,26.0,,,,8(2).pdf,Catalyst performance table,133,1.0
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,280.0,46.0,,3.0,23.8,24.5,,,,8(2).pdf,Catalyst performance table,134,1.0
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,280.0,46.0,,3.0,23.8,22.8,,,,8(2).pdf,Catalyst performance table,135,1.0
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,280.0,46.0,,3.0,25.1,22.3,,,,8(2).pdf,Catalyst performance table,136,1.0
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,280.0,46.0,,3.0,24.0,23.3,,,,8(2).pdf,Catalyst performance table,137,1.0
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,280.0,46.0,,3.0,20.2,19.7,,,,8(2).pdf,Catalyst performance table,138,1.0
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,280.0,92.0,,3.0,34.1,53.5,,,,8(2).pdf,Catalyst performance table,139,1.0
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,280.0,92.0,,3.0,29.3,52.5,,,,8(2).pdf,Catalyst performance table,140,1.0
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,280.0,92.0,,3.0,25.1,48.1,,,,8(2).pdf,Catalyst performance table,141,1.0
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,280.0,92.0,,3.0,25.9,63.2,,,,8(2).pdf,Catalyst performance table,142,1.0
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,260.0,331.0,,3.0,63.7,93.5,,,,8(2).pdf,Catalyst performance table,143,1.0
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,260.0,331.0,,3.0,46.4,88.1,,,,8(2).pdf,Catalyst performance table,144,1.0
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,260.0,331.0,,3.0,33.8,81.3,,,,8(2).pdf,Catalyst performance table,145,1.0
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,260.0,331.0,,3.0,27.2,75.0,,,,8(2).pdf,Catalyst performance table,146,1.0
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,280.0,442.0,,3.0,87.7,97.6,,,,8(2).pdf,Catalyst performance table,147,1.0
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,280.0,442.0,,3.0,80.0,96.7,,,,8(2).pdf,Catalyst performance table,148,1.0
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,280.0,442.0,,3.0,67.9,93.9,,,,8(2).pdf,Catalyst performance table,149,1.0
Commercial copper-zinc-alumina methanol catalyst (CuO/ZnO/Al2O3/MgO),Alumina in commercial catalyst,MgO,280.0,442.0,,3.0,65.31,91.9,,,,8(2).pdf,Catalyst performance table,150,1.0
Precipitated copper-zinc catalyst (CuO/ZnO),,,280.0,331.0,,3.0,52.0,84.0,,1.2,,8(2).pdf,Catalyst example / performance statement,151,1.0
Precipitated copper-zinc catalyst (CuO/ZnO),,,300.0,442.0,,3.0,56.0,92.0,,1.2,,8(2).pdf,Catalyst example / performance statement,152,1.0
Ruthenium PNP dichloride complex,,,70.0,2.0,,,,,,,,10(3).pdf,Reaction example,153,0.6
Ruthenium PNP carbonyl hydride chloride complex,,,70.0,2.0,,,,,,,,10(3).pdf,Reaction example,154,0.6
Iridium PNP hydride chloride complex,,,70.0,2.0,,,,,,,,10(3).pdf,Reaction example,155,0.6
Ruthenium diphenyl-PNP carbonyl hydride chloride complex,,,80.0,2.0,,,,,,,,10(3).pdf,Reaction example,156,0.6
Ruthenium PNP dichloride complex,,,80.0,2.0,,,,,,,,10(3).pdf,Reaction example,157,0.6
Ruthenium PNP carbonyl hydride chloride complex,,,80.0,2.0,,,,,,,,10(3).pdf,Reaction example,158,0.6
Ruthenium diphenyl-PNP carbonyl hydride chloride complex,,,80.0,2.0,,,,,,,,10(3).pdf,Reaction example,159,0.6
Ruthenium PNP dichloride complex,,,,2.0,,,,,,,,10(3).pdf,Reaction example,160,0.45
Ruthenium PNP carbonyl hydride chloride complex,,,,2.0,,,,,,,,10(3).pdf,Reaction example,161,0.45
Indium oxide without noble metal,,,280.0,50.0,,4.0,2.3,90.0,,0.16,,11(2).pdf,Catalyst performance table,162,1.0
"Palladium-promoted indium oxide (co-precipitated, 0.31 wt% Pd)",In2O3,Pd,280.0,50.0,,4.0,8.2,85.0,,0.48,,11(2).pdf,Catalyst performance table,163,1.0
"Palladium-promoted indium oxide (co-precipitated, 0.74 wt% Pd)",In2O3,Pd,280.0,50.0,,4.0,11.5,78.0,,0.66,,11(2).pdf,Catalyst performance table,164,1.0
"Palladium-promoted indium oxide (co-precipitated, 0.74 wt% Pd)",In2O3,Pd,280.0,50.0,,4.0,9.7,75.0,,1.01,,11(2).pdf,Catalyst performance table,165,1.0
"Palladium-promoted indium oxide (co-precipitated, 1.45 wt% Pd)",In2O3,Pd,280.0,50.0,,4.0,12.3,72.0,,0.64,,11(2).pdf,Catalyst performance table,166,1.0
"Palladium-promoted indium oxide (co-precipitated, 3.36 wt% Pd)",In2O3,Pd,280.0,50.0,,4.0,5.4,89.0,,0.33,,11(2).pdf,Catalyst performance table,167,1.0
"Palladium-promoted indium oxide (dry impregnated, 0.25 wt% Pd)",In2O3,Pd,280.0,50.0,,4.0,2.2,78.0,,0.18,,11(2).pdf,Catalyst performance table,168,1.0
"Palladium-promoted indium oxide (dry impregnated, 0.73 wt% Pd)",In2O3,Pd,280.0,50.0,,4.0,9.6,76.0,,0.64,,11(2).pdf,Catalyst performance table,169,1.0
"Palladium-promoted indium oxide (dry impregnated, 3.43 wt% Pd)",In2O3,Pd,280.0,50.0,,4.0,10.1,74.0,,0.63,,11(2).pdf,Catalyst performance table,170,1.0
"Palladium-promoted indium oxide (spray deposited, 0.63 wt% Pd)",In2O3,Pd,280.0,50.0,,4.0,9.8,78.0,,0.61,,11(2).pdf,Catalyst performance table,171,1.0
Zirconia without noble metal,ZrO2,,280.0,50.0,,4.0,0.0,,,0.0,,11(2).pdf,Catalyst performance table,172,0.8
"Palladium-promoted zirconia (dry impregnated, 0.73 wt% Pd)",ZrO2,Pd,280.0,50.0,,4.0,7.3,29.0,,0.15,,11(2).pdf,Catalyst performance table,173,1.0
"Palladium-promoted zirconia (co-precipitated, 0.69 wt% Pd)",ZrO2,Pd,280.0,50.0,,4.0,2.1,10.0,,0.02,,11(2).pdf,Catalyst performance table,174,1.0
Titania without noble metal,TiO2,,280.0,50.0,,4.0,0.0,,,0.0,,11(2).pdf,Catalyst performance table,175,0.8
"Palladium-promoted titania (dry impregnated, 0.72 wt% Pd)",TiO2,Pd,280.0,50.0,,4.0,7.2,7.0,,0.01,,11(2).pdf,Catalyst performance table,176,1.0
"Palladium-promoted titania (co-precipitated, 0.68 wt% Pd)",TiO2,Pd,280.0,50.0,,4.0,0.9,5.0,,0.01,,11(2).pdf,Catalyst performance table,177,1.0
"Silver-promoted indium oxide (co-precipitated, 0.71 wt% Ag)",In2O3,Ag,280.0,50.0,,4.0,3.3,82.0,,0.18,,11(2).pdf,Catalyst performance table,178,1.0
"Ruthenium-promoted indium oxide (co-precipitated, 0.78 wt% Ru)",In2O3,Ru,280.0,50.0,,4.0,4.0,84.0,,0.23,,11(2).pdf,Catalyst performance table,179,1.0
"Copper-promoted indium oxide (co-precipitated, 0.75 wt% Cu)",In2O3,Cu,280.0,50.0,,4.0,3.1,32.0,,0.18,,11(2).pdf,Catalyst performance table,180,1.0
"Platinum-promoted indium oxide (co-precipitated, 0.74 wt% Pt)",In2O3,Pt,280.0,50.0,,4.0,4.4,89.0,,0.27,,11(2).pdf,Catalyst performance table,181,1.0
"Zinc-zirconium oxide catalyst (ZnO-ZrO2, Zn:Zr = 1:2)",,,300.0,20.0,,3.0,,,,,,12(3).pdf,Catalyst example / claim condition,182,0.6
"Indium-zirconium oxide catalyst (In2O3-ZrO2, In:Zr = 1:2)",,,300.0,20.0,,3.0,,,,,,12(3).pdf,Catalyst example / claim condition,183,0.6
"Cadmium-zirconium oxide catalyst (CdO-ZrO2, Cd:Zr = 1:2)",,,300.0,20.0,,3.0,,,,,,12(3).pdf,Catalyst example / claim condition,184,0.6
"Zinc-chromium oxide catalyst (ZnO-Cr2O3, Zn:Cr = 1:1)",,,300.0,20.0,,3.0,,,,,,12(3).pdf,Catalyst example / claim condition,185,0.6
"Indium-chromium oxide catalyst (In2O3-Cr2O3, In:Cr = 9:1)",,,300.0,20.0,,3.0,,,,,,12(3).pdf,Catalyst example / claim condition,186,0.6
"Cadmium-chromium oxide catalyst (CdO-Cr2O3, Cd:Cr = 1:2)",,,300.0,20.0,,3.0,,,,,,12(3).pdf,Catalyst example / claim condition,187,0.6
"Indium-zirconium oxide catalyst (In2O3-ZrO2, In:Zr = 4:1)",,,310.0,20.0,,3.0,,,,,,12(3).pdf,Catalyst example / claim condition,188,0.6
"Zinc-zirconium oxide catalyst (ZnO-ZrO2, Zn:Zr = 1:3)",,,330.0,50.0,,3.0,,80.0,,,,12(3).pdf,Catalyst example / claim condition,189,0.8
"Zinc-zirconium oxide catalyst (ZnO-ZrO2, Zn:Zr = 1:3, co-current precipitation)",,,300.0,20.0,,3.0,,,,,,12(3).pdf,Catalyst example / claim condition,190,0.6
"Mechanical mixture of zinc oxide and zirconia (ZnO + ZrO2, 1:3)",,,300.0,20.0,,3.0,,,,,,12(3).pdf,Catalyst example / claim condition,191,0.6
Copper-zinc-aluminium oxide catalyst (Cu-Zn-Al),,,240.0,20.0,,3.0,,43.0,,,,12(3).pdf,Catalyst example / claim condition,192,0.8
Indium oxide on monoclinic zirconia (In2O3/ZrO2),monoclinic zirconia (ZrO2),,299.85,50.0,,4.0,5.6,99.9,,0.321,,14(2).pdf,Catalyst performance table,193,1.0
Indium oxide on cubic zirconia (In2O3/ZrO2),cubic zirconia (ZrO2),,299.85,50.0,,4.0,5.8,99.9,,0.33,,14(2).pdf,Catalyst performance table,194,1.0
