catalyst_name,support,promoter,temperature_c,pressure_bar,ghsv,h2_co2_ratio,conversion_pct,selectivity_pct,yield_pct,productivity,stability_text,patent_number,evidence,original_row_index,data_quality_score
Chromium-lanthanum alumina catalyst [Cr nitrate 17.08 g + La nitrate 1.74 g],Gamma alumina from boehmite,Lanthanum oxide,590.0,1.05,900.0,,40.0,85.0,,,5 min,16(2).pdf,66 g boehmite; 17.08 g chromium nitrate; 1.74 g lanthanum nitrate; pH 3; spray/dry/roast,99,1.0
Chromium-lanthanum alumina catalyst [Cr nitrate 17.08 g + La nitrate 1.74 g],Gamma alumina from boehmite,Lanthanum oxide,590.0,1.05,900.0,,35.0,88.0,,,20 min,16(2).pdf,66 g boehmite; 17.08 g chromium nitrate; 1.74 g lanthanum nitrate; pH 3; spray/dry/roast,100,1.0
Chromium-lanthanum alumina catalyst [Cr nitrate 17.08 g + La nitrate 1.74 g],Gamma alumina from boehmite,Lanthanum oxide,590.0,1.05,900.0,,24.0,90.0,,,35 min,16(2).pdf,66 g boehmite; 17.08 g chromium nitrate; 1.74 g lanthanum nitrate; pH 3; spray/dry/roast,101,1.0
Lower-chromium lanthanum alumina catalyst [Cr nitrate 8.08 g + La nitrate 1.74 g],Gamma alumina from boehmite,Lanthanum oxide,590.0,1.05,900.0,,38.0,82.0,,,5 min,16(2).pdf,66 g boehmite; 8.08 g chromium nitrate; 1.74 g lanthanum nitrate; pH 3; spray/dry/roast,102,1.0
Lower-chromium lanthanum alumina catalyst [Cr nitrate 8.08 g + La nitrate 1.74 g],Gamma alumina from boehmite,Lanthanum oxide,590.0,1.05,900.0,,35.0,83.0,,,20 min,16(2).pdf,66 g boehmite; 8.08 g chromium nitrate; 1.74 g lanthanum nitrate; pH 3; spray/dry/roast,103,1.0
Lower-chromium lanthanum alumina catalyst [Cr nitrate 8.08 g + La nitrate 1.74 g],Gamma alumina from boehmite,Lanthanum oxide,590.0,1.05,900.0,,28.0,83.0,,,35 min,16(2).pdf,66 g boehmite; 8.08 g chromium nitrate; 1.74 g lanthanum nitrate; pH 3; spray/dry/roast,104,1.0
Chromium-lanthanum-potassium alumina catalyst [Cr nitrate 17.08 g + La nitrate 1.74 g + K nitrate 0.1 g],Gamma alumina from boehmite,Lanthanum oxide and potassium oxide,590.0,1.05,900.0,,39.0,84.0,,,5 min,16(2).pdf,66 g boehmite; 17.08 g chromium nitrate; 1.74 g lanthanum nitrate; 0.1 g potassium nitrate; pH 3; spray/dry/roast,105,1.0
Chromium-lanthanum-potassium alumina catalyst [Cr nitrate 17.08 g + La nitrate 1.74 g + K nitrate 0.1 g],Gamma alumina from boehmite,Lanthanum oxide and potassium oxide,590.0,1.05,900.0,,35.0,84.0,,,20 min,16(2).pdf,66 g boehmite; 17.08 g chromium nitrate; 1.74 g lanthanum nitrate; 0.1 g potassium nitrate; pH 3; spray/dry/roast,106,1.0
Chromium-lanthanum-potassium alumina catalyst [Cr nitrate 17.08 g + La nitrate 1.74 g + K nitrate 0.1 g],Gamma alumina from boehmite,Lanthanum oxide and potassium oxide,590.0,1.05,900.0,,30.0,84.0,,,35 min,16(2).pdf,66 g boehmite; 17.08 g chromium nitrate; 1.74 g lanthanum nitrate; 0.1 g potassium nitrate; pH 3; spray/dry/roast,107,1.0
Chromium alumina catalyst [Cr nitrate 17.08 g],Gamma alumina from boehmite,,590.0,1.05,900.0,,40.0,83.0,,,5 min,16(2).pdf,66 g boehmite; 17.08 g chromium nitrate; pH 3; spray/dry/roast,108,1.0
Chromium alumina catalyst [Cr nitrate 17.08 g],Gamma alumina from boehmite,,590.0,1.05,900.0,,32.0,85.0,,,20 min,16(2).pdf,66 g boehmite; 17.08 g chromium nitrate; pH 3; spray/dry/roast,109,1.0
Chromium alumina catalyst [Cr nitrate 17.08 g],Gamma alumina from boehmite,,590.0,1.05,900.0,,24.0,86.0,,,35 min,16(2).pdf,66 g boehmite; 17.08 g chromium nitrate; pH 3; spray/dry/roast,110,1.0
Chromium-potassium alumina catalyst [Cr nitrate 17.08 g + K nitrate 0.1 g],Gamma alumina from boehmite,Potassium oxide,590.0,1.05,900.0,,39.0,80.0,,,5 min,16(2).pdf,66 g boehmite; 17.08 g chromium nitrate; 0.1 g potassium nitrate; pH 3; spray/dry/roast,111,1.0
Chromium-potassium alumina catalyst [Cr nitrate 17.08 g + K nitrate 0.1 g],Gamma alumina from boehmite,Potassium oxide,590.0,1.05,900.0,,34.0,81.0,,,20 min,16(2).pdf,66 g boehmite; 17.08 g chromium nitrate; 0.1 g potassium nitrate; pH 3; spray/dry/roast,112,1.0
Chromium-potassium alumina catalyst [Cr nitrate 17.08 g + K nitrate 0.1 g],Gamma alumina from boehmite,Potassium oxide,590.0,1.05,900.0,,30.0,80.0,,,35 min,16(2).pdf,66 g boehmite; 17.08 g chromium nitrate; 0.1 g potassium nitrate; pH 3; spray/dry/roast,113,1.0
Comparative catalyst prepared by GB2177317A method,,,590.0,1.05,900.0,,40.0,79.0,,,5 min,16(2).pdf,Prepared by patent GB2177317A method; composition not described in the supplied patent table,114,1.0
Chromium-lanthanum alumina catalyst [Cr nitrate 17.08 g + La nitrate 1.74 g],Gamma alumina from boehmite,Lanthanum oxide,590.0,1.05,1600.0,,30.0,89.0,,,5 min,16(2).pdf,66 g boehmite; 17.08 g chromium nitrate; 1.74 g lanthanum nitrate; pH 3; spray/dry/roast,115,1.0
Chromium-lanthanum alumina catalyst [Cr nitrate 17.08 g + La nitrate 1.74 g],Gamma alumina from boehmite,Lanthanum oxide,590.0,1.05,1600.0,,27.0,90.0,,,20 min,16(2).pdf,66 g boehmite; 17.08 g chromium nitrate; 1.74 g lanthanum nitrate; pH 3; spray/dry/roast,116,1.0
Chromium-lanthanum alumina catalyst [Cr nitrate 17.08 g + La nitrate 1.74 g],Gamma alumina from boehmite,Lanthanum oxide,590.0,1.05,1600.0,,23.0,90.0,,,35 min,16(2).pdf,66 g boehmite; 17.08 g chromium nitrate; 1.74 g lanthanum nitrate; pH 3; spray/dry/roast,117,1.0
Chromium-lanthanum alumina catalyst [Cr nitrate 17.08 g + La nitrate 1.74 g],Gamma alumina from boehmite,Lanthanum oxide,570.0,1.05,900.0,,35.0,88.0,,,5 min,16(2).pdf,66 g boehmite; 17.08 g chromium nitrate; 1.74 g lanthanum nitrate; pH 3; spray/dry/roast,118,1.0
Chromium-lanthanum alumina catalyst [Cr nitrate 17.08 g + La nitrate 1.74 g],Gamma alumina from boehmite,Lanthanum oxide,570.0,1.05,900.0,,33.0,89.0,,,20 min,16(2).pdf,66 g boehmite; 17.08 g chromium nitrate; 1.74 g lanthanum nitrate; pH 3; spray/dry/roast,119,1.0
Chromium-lanthanum alumina catalyst [Cr nitrate 17.08 g + La nitrate 1.74 g],Gamma alumina from boehmite,Lanthanum oxide,570.0,1.05,900.0,,30.0,90.0,,,35 min,16(2).pdf,66 g boehmite; 17.08 g chromium nitrate; 1.74 g lanthanum nitrate; pH 3; spray/dry/roast,120,1.0
"Gallium catalyst on alumina-phosphate [Ga 1%, calcined 607 C]",Alumina-phosphate,,620.0,,20.0,2.0,19.8,97.7,,,0.62 min,17(2).pdf,,121,0.85
"Gallium catalyst on alumina-phosphate [Ga 1%, calcined 750 C]",Alumina-phosphate,,620.0,,20.0,2.0,25.5,98.8,,,0.62 min,17(2).pdf,,122,0.85
"Gallium catalyst on alumina-phosphate [Ga 1%, calcined 900 C]",Alumina-phosphate,,620.0,,20.0,2.0,1.9,87.0,,,0.62 min,17(2).pdf,,123,0.85
"Gallium-platinum catalyst on alumina-phosphate [Ga 1%, Pt 70 ppm]",Alumina-phosphate,Platinum,620.0,,20.0,2.0,48.1,98.9,,,0.62 min,17(2).pdf,,124,0.85
"Gallium-platinum catalyst on alumina-phosphate [Ga 1.5%, Pt 100 ppm]",Alumina-phosphate,Platinum,620.0,,20.0,2.0,39.3,98.7,,,0.62 min,17(2).pdf,,125,0.85
"Gallium-platinum catalyst on alumina-phosphate [Ga 1.4%, Pt 100 ppm]",Alumina-phosphate,Platinum,620.0,,20.0,2.0,47.0,98.8,,,0.62 min,17(2).pdf,,126,0.85
"Gallium-platinum catalyst on alumina-phosphate [Ga 0.7%, Pt 50 ppm]",Alumina-phosphate,Platinum,620.0,,20.0,2.0,52.0,98.7,,,0.62 min,17(2).pdf,,127,0.85
"Gallium-platinum catalyst on silica-alumina-phosphate [Ga 0.82%, Pt 59 ppm]",Silica-alumina-phosphate,Platinum,620.0,,20.0,2.0,49.9,98.9,,,0.62 min,17(2).pdf,,128,0.85
Alumina-phosphate support only [no gallium or platinum],Alumina-phosphate,,620.0,,20.0,2.0,0.58,,,,0.62 min,17(2).pdf,Support-only control; conversion at 0.62 min reported in Table 1. Not a metal-loaded catalyst.,129,0.65
Low-cobalt Co@S-1 zeolite catalyst [cobalt nitrate 0.051 g + S-1 seed 1 g],Silicate-1 zeolite,,550.0,,,2.0,,,,,,18(2).pdf,"Dry-gel conversion at 170 C for 24 h. The supplied PDF states that catalytic activity and stability results are shown in Table 1, but no numeric Table 1 values are visible/extracted; performance cells are intentionally blank.",130,0.45
Co@S-1 zeolite catalyst [cobalt nitrate 0.56 g + S-1 seed 1 g],Silicate-1 zeolite,,500.0,,,2.0,,,,,,18(2).pdf,"Dry-gel conversion at 170 C for 24 h. The supplied PDF states that catalytic activity and stability results are shown in Table 1, but no numeric Table 1 values are visible/extracted; performance cells are intentionally blank.",131,0.45
Co@S-1 zeolite catalyst [cobalt chloride 0.458 g + S-1 seed 1 g],Silicate-1 zeolite,,500.0,,,2.0,,,,,,18(2).pdf,"Dry-gel conversion at 170 C for 24 h. The supplied PDF states that catalytic activity and stability results are shown in Table 1, but no numeric Table 1 values are visible/extracted; performance cells are intentionally blank.",132,0.45
Co@S-1 zeolite catalyst without added white carbon black [cobalt nitrate 0.56 g],Silicate-1 zeolite,,550.0,,,2.0,,,,,,18(2).pdf,"Dry-gel conversion at 170 C for 24 h; no white carbon black amount reported in this example. The supplied PDF states that catalytic activity and stability results are shown in Table 1, but no numeric Table 1 values are visible/extracted; performance cells are intentionally blank.",133,0.45
Co@S-1 zeolite catalyst crystallized at lower temperature [cobalt nitrate 0.56 g],Silicate-1 zeolite,,550.0,,,2.0,,,,,,18(2).pdf,"Dry-gel conversion at 120 C for 24 h. The supplied PDF states that catalytic activity and stability results are shown in Table 1, but no numeric Table 1 values are visible/extracted; performance cells are intentionally blank.",134,0.45
Cobalt catalyst on flaky alumina [5% Co],Flaky alumina (Al2O3),,590.0,,2.9,1.25,24.5,88.8,,,2 h,19(2).pdf,Hydrothermal reaction at 100 C for 48 h; dried overnight at 70 C,135,0.85
Cobalt catalyst on flaky alumina [5% Co],Flaky alumina (Al2O3),,590.0,,2.9,1.25,19.1,90.5,,,10 h,19(2).pdf,Hydrothermal reaction at 100 C for 48 h; dried overnight at 70 C,136,0.85
Butylamine-made cobalt catalyst on flaky alumina,Flaky alumina (Al2O3),n-butylamine used in synthesis,590.0,,2.9,1.25,30.1,93.0,,,1 h,19(2).pdf,Hydrothermal reaction at 100 C for 48 h; dried overnight at 70 C,137,0.85
Butylamine-made cobalt catalyst on flaky alumina,Flaky alumina (Al2O3),n-butylamine used in synthesis,590.0,,2.9,1.25,23.7,96.1,,,7 h,19(2).pdf,Hydrothermal reaction at 100 C for 48 h; dried overnight at 70 C,138,0.85
Propylamine-made cobalt catalyst on flaky alumina,Flaky alumina (Al2O3),n-propylamine used in synthesis,590.0,,2.9,1.25,23.5,95.7,,,1 h,19(2).pdf,Hydrothermal reaction at 100 C for 48 h; dried overnight at 70 C,139,0.85
Propylamine-made cobalt catalyst on flaky alumina,Flaky alumina (Al2O3),n-propylamine used in synthesis,590.0,,2.9,1.25,18.1,96.5,,,6 h,19(2).pdf,Hydrothermal reaction at 100 C for 48 h; dried overnight at 70 C,140,0.85
Silicon-modified cobalt catalyst on flaky alumina [Co:Si = 1:1],Flaky alumina (Al2O3),silicon auxiliary agent from tetraethyl silicate,590.0,,2.9,1.25,25.1,90.6,,,2 h,19(2).pdf,Hydrothermal reaction at 100 C for 48 h; dried overnight at 70 C,141,0.85
Silicon-modified cobalt catalyst on flaky alumina [Co:Si = 1:1],Flaky alumina (Al2O3),silicon auxiliary agent from tetraethyl silicate,590.0,,2.9,1.25,22.8,91.5,,,10 h,19(2).pdf,Hydrothermal reaction at 100 C for 48 h; dried overnight at 70 C,142,0.85
